840559726017558,Sat,2015-05-23,"Button Factory"," Sense",544,"Sense - Dimitri From Paris",15,12,10,n/a
660562014054131,Sat,2015-03-28,"Button Factory"," Sense",546,"Black Butter Records At Sense - Kant Applebottom Wayward Sam Sure",14,12,10,n/a
922316077790713,Fri,2015-07-03,"Opium Rooms"," Abstract",550,"Abstract X Subject: Magic Mountain High (Live)",10,n/a,n/a,n/a
922316077790713,Fri,2015-07-03,"Opium Rooms"," Subject",550,"Abstract X Subject: Magic Mountain High (Live)",10,n/a,n/a,n/a
538051592911027,Fri,2013-09-20,"Button Factory"," Jack",552,"Flashmob & Prince Club",10,n/a,n/a,n/a
900975589970702,Fri,2015-12-04,"District 8"," District8",556,"Octave One",18,15,n/a,n/a
1442543612685566,Sat,2014-08-09,"Button Factory"," Hidden Agenda",559,"Hidden Agenda & Bedlam: Xxyyxx",15,12,10,n/a
710961559038456,Sat,2015-11-14,"Button Factory"," Sense",566,"Hidden Agenda & Sense: Bob Moses",12,10,n/a,n/a
414223872115791,Sat,2015-10-10,"Opium Rooms"," Abstract",572,"Abstract & Whelanslive present Beardyman",20,n/a,n/a,n/a
1582790038647632,Fri,2015-07-24,"Opium Rooms"," Abstract",579,"DJ Isleo'man & DJ Muscles",10,n/a,n/a,n/a
1582790038647632,Fri,2015-07-24,"Opium Rooms"," Abstract",579,"Josh Wink",10,n/a,n/a,n/a
1595864050703316,Sat,2015-06-27,Hangar," BuildingSociety",584,"Tune Drop Takeover",10,8,5,n/a
658711217589458,Sat,2015-03-28,"The Pint"," Bedlam",585,"Bedlam Residents Party",10,8,n/a,n/a
325729994301538,Sat,2015-01-24,Hangar," BuildingSociety",592,"F.O.E: Neil Landstrumm Jerome Hill & Sunil Sharpe",15,12,10,n/a
847013911986333,Sat,2015-02-07,"Button Factory"," Sense",593,"Sense - Alex.Do",7,5,n/a,n/a
453571404824356,Sat,2015-08-22,"The Sugar Club"," Hidden Agenda",595,"Hidden Agenda & Malibu Club - Summer Jam",10,8,5,n/a
459777790873260,Sun,2015-10-25,"District 8"," Connection",598,"Ostgut Ton Zehn / Jeremy Underground & Soundstream",20,18,15,n/a
